name,smiles,source,detected_in_ism,molecular_charge,net_formal_charge,Exact_MW,Heavy_Atom_Count,Num_H_Donors,Num_H_Acceptors,Num_Rotatable_Bonds,Num_Aromatic_Rings,has_oxygen,BDE_min_kJmol,BDE_mean_kJmol,BDE_bond_type_of_min,BDE_weak_bond_count,BDE_source,spin_tax_correction_kJmol,oxygen_radical_flag,ZPE_scaling_factor,radical_stability_score,BDE_min_bond_length_A,tunneling_p_10K,tunneling_p_20K,tunneling_p_50K,gamow_factor,crossover_T,effective_barrier_kJmol,barrier_width_angstrom,particle_mass_amu,crossover_T_independent,log_tunneling_10K_independent,log_tunneling_20K_independent,log_tunneling_50K_independent,log_gamow_factor_independent,BDE_est_from_length_kJmol,effective_barrier_independent_kJmol,log_tunneling_10K,log_tunneling_20K,log_tunneling_50K,log_gamow_factor,bde_literature_kjmol
H3C4N+,C[C+]=[C]C#N,KIDA,True,positive,1,65.02600052,5,0,1,0,0,False,339.29563366525446,339.29563367225643,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.094156917146359,0.0,1.6156448478403678e-262,5.372793823701013e-130,1.6973733536947324e-36,315.41829295395286,339.29563367313165,1.0,1.008,686.9653561832204,-35.22776085926524,-34.26347831251602,-33.89686909004417,-44.88425751949645,446.2352305189607,446.2352305189607,-300.0,-261.7916540999813,-129.26979982478528,-35.77022261990072,
HC6N,C#CC#C[C+]=C=[N-],KIDA,True,neutral,0,87.01089903,7,0,0,0,0,False,484.0049150699337,484.0049150699337,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649972075361285,0.0,0.0,2.2001925278931143e-223,1.894208073125941e-43,376.7234264640965,484.0049150699337,1.0,1.008,686.9653561832204,-35.39561767866328,-34.425433813309475,-34.05541659459262,-43.789835880430424,448.31645726899046,448.31645726899046,-300.0,-300.0,-222.65753931456726,-42.72257231675456,
HC6N+,C#CC#C[C+]=C=[N],KIDA,True,positive,1,87.01035045,7,0,0,0,0,False,555.9468116345581,555.9468116345581,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649972075361285,0.0,0.0,9.867979038448318e-285,1.6303028082130921e-46,403.7516996157906,555.9468116345581,1.0,1.008,686.9653561832204,-35.39561767866328,-34.425433813309475,-34.05541659459262,-43.789835880430424,448.31645726899046,448.31645726899046,-300.0,-300.0,-284.00577178170926,-45.787731723373774,
HCOOCH3,COC=O,KIDA,True,neutral,0,60.021129368,4,0,2,1,0,True,487.21284084867096,493.4528988971458,C-H,0,xtb_corrected,-15.4,True,1.0,5.0,1.1010626811634316,0.0,1.199697722321321e-222,9.597328142674163e-115,1.0040540540092473e-35,308.61105202217857,324.8085605657806,1.0,1.008,686.9653561832204,-23.236372048085453,-22.69469601328057,-22.555411671622817,-36.85877241879605,445.7423428669972,297.1615619113315,-300.0,-221.92092816567313,-114.01784965596039,-34.998242905989784,
H5C2O2+,COC=[O+],KIDA,True,positive,1,60.02058079,4,0,2,1,0,True,90.2679731873349,217.96329580165653,C-H,4,xtb_corrected,-15.4,True,1.0,5.0,1.1010626811634316,2.384673085155226e-24,2.5575033111074075e-24,3.4824739195137644e-24,8.620542936370162e-16,132.83696903817687,60.17864879155661,1.0,1.008,686.9653561832204,-23.236372048085453,-22.69469601328057,-22.555411671622817,-36.85877241879605,445.7423428669972,297.1615619113315,-23.622571149975872,-23.592183795350017,-23.458112127353008,-15.064465380713099,
H5C3O+,[CH+]=CCO,KIDA,True,positive,1,57.0334912,4,1,1,1,0,True,321.6140697600791,367.9523244730998,C-H,4,xtb_corrected,-15.4,False,1.0,3.0,1.085902160849269,0.0,1.1570585870707866e-220,7.966981432116176e-114,1.493778252977455e-35,307.08970798726403,321.6140697600791,1.0,1.008,686.9653561832204,-35.27527811211508,-34.30932497478458,-33.94175132687827,-44.575030143092704,446.8244002963735,446.8244002963735,-300.0,-219.93664465021214,-113.09870619500198,-34.82571386748441,
HC7N,C#CC#CC#CC#N,KIDA,True,neutral,0,99.01089903,8,0,1,0,0,False,569.02,569.02,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,4.82e-321,2.1226016565397063e-48,420.37696878919127,602.6738466268196,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-300.0,-47.67313150117022,569.02
HC8N,C#CC#CC#C[C+]=C=[N-],KIDA,True,neutral,0,111.010899,9,0,0,0,0,False,489.764130503054,489.764130503054,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649868832022764,0.0,0.0,8.633032922922997e-226,1.0568165192106325e-43,378.9581303520193,489.764130503054,1.0,1.008,686.9653561832204,-35.39567711198239,-34.42549115719754,-34.05547273125617,-43.78944735901191,448.3171941514929,448.3171941514929,-300.0,-300.0,-225.06383660286082,-42.97600040683756,
HC8N+,C#CC#CC#C[C+]=C=[N],KIDA,True,positive,1,111.0103505,9,0,0,0,0,False,547.0833727761362,547.0833727761362,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649868832022764,0.0,0.0,1.6172625023864227e-280,3.790799386547126e-46,400.520269235558,547.0833727787573,1.0,1.008,686.9653561832204,-35.39567711198239,-34.42549115719754,-34.05547273125617,-43.78944735901191,448.3171941514929,448.3171941514929,-300.0,-300.0,-279.79121948282375,-45.4212691983277,
HC9N,C#CC#CC#CC#CC#N,KIDA,True,neutral,0,123.010899,10,0,1,0,0,False,574.89,574.89,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,8.752931726901382e-304,3.876156187770903e-48,418.070798637302,596.0794984118104,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-299.9996200312728,-47.41159873159021,574.89
HC10N+,C#CC#CC#CC#C[C+]=C=[N],KIDA,True,positive,1,135.0103505,11,0,0,0,0,False,542.1905419160823,542.1905419160823,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649832140724536,0.0,0.0,1.0864910349235203e-263,6.057579906051791e-46,398.72522361518975,542.1905419160823,1.0,1.008,686.9653561832204,-35.39569823378737,-34.42551153644677,-34.0554926814739,-43.78930928353388,448.31745602965424,448.31745602965424,-300.0,-300.0,-262.9639738528679,-45.21770084833722,
ND,[2H][N],KIDA,True,neutral,0,16.01717578,1,0,0,0,0,False,331.8,331.8,N-H,1,literature,0.0,False,1.0,0.0,,,,,,,,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-59.46100760049104,460.0,460.0,,,,,331.8
NH,[NH],KIDA,True,neutral,0,15.01089903,1,0,0,0,0,False,331.8,331.8,N-H,1,literature,0.0,False,1.0,0.0,,,,,,,,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,,,,,331.8
NH+,[NH+],KIDA,True,positive,1,15.01035045,1,0,0,0,0,False,331.8,331.8,N-H,1,literature,0.0,False,1.0,0.0,,,,,,,,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,,,,,331.8
N2H,[N]=N,KIDA,True,neutral,0,29.01397303,2,1,1,0,0,False,376.56,376.56,N-H,1,literature,0.0,False,1.0,3.0,,6.650548508667571e-38,9.037617808938764e-38,1.0578180644382875e-37,2.4247020297278537e-24,208.2377518785308,147.8847698708905,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-37.177142534476765,-37.0439460284594,-36.97558902077432,-23.615341623987906,376.56
NH2,[NH2],KIDA,True,neutral,0,16.01872406,1,0,0,0,0,False,416.304,416.304,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,3.791035160236193e-262,8.440031636416784e-46,397.45504970093674,538.7416536940962,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-261.42124218765855,-45.07365592547204,416.304
NH2+,[NH2+],KIDA,True,positive,1,16.01817548,1,0,0,0,0,False,443.0,443.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,0.0,3.881694301323269e-51,444.5190349299796,673.8841510978532,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-300.0,-50.41097866999766,443.0
NHD,[2H][NH],KIDA,True,neutral,0,17.025000809999998,1,0,0,0,0,False,397.0,397.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,0.0,1.9402212694723968e-64,281.1826710249148,538.7416537859887,1.0,2.014,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-59.46100760049104,460.0,460.0,-300.0,-300.0,-300.0,-63.71214873881663,397.0
N2H2,N=N,KIDA,True,neutral,0,30.02179806,2,2,2,0,0,False,349.0,349.0,N-H,2,literature,0.0,False,1.0,3.0,,0.0,4.501955454719e-311,6.507207976093486e-149,1.2422220133179817e-37,325.431709091757,361.18046339276736,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-299.99999999998045,-148.18660531261048,-36.90580077892413,349.0
NH3,N,KIDA,True,neutral,0,17.0265491,1,1,1,0,0,False,435.0,435.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,1.7140334925448606e-292,3.503496363396634e-47,409.6399996430301,572.2808730223395,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-291.76598069359824,-46.45549832896464,435.0
NH3+,[NH3+],KIDA,True,positive,1,17.02600052,1,1,1,0,0,False,443.93,443.93,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,0.0,5.0242200787496916e-51,443.5310126777604,670.8918266243304,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-300.0,-50.29893134520773,443.93
NH2CN,N#CN,KIDA,True,neutral,0,42.021798063999995,3,1,2,0,0,False,418.0,418.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,2.0728481424933982e-222,2.4010652987413628e-43,375.8153917196937,481.6744859937126,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-221.68343251329102,-42.61959602882368,418.0
NH4+,[NH4+],KIDA,True,positive,1,18.03382555,1,1,0,0,0,False,444.0,444.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,0.0,6.020260021903881e-51,442.83839655870383,668.7981390747738,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-300.0,-50.22038475066256,444.0
N2H4,NN,KIDA,True,neutral,0,32.03744813,2,2,2,0,0,False,391.0,391.0,N-H,0,literature,0.0,False,1.0,1.0,,0.0,0.0,1.0954461153635689e-181,2.611592877567636e-40,349.03982112214794,415.48416032251185,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-180.96040898038152,-39.58309452448988,391.0
NH2CDO,[2H]C(=N)O,KIDA,True,neutral,0,46.02774046,3,2,1,0,0,True,395.0,449.7642070703323,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.3379289847657762e-186,3.555001833470597e-49,213.82208158805383,311.536227970375,1.0,2.014,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-59.46100760049104,460.0,460.0,-300.0,-300.0,-185.87356693764656,-48.44916017094942,395.0
NH2CNH+,N#C[NH3+],KIDA,True,positive,1,43.02907451608999,3,1,1,0,0,False,409.0,409.0,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,3.3763897324376867e-243,5.386408788468668e-44,381.53913256231345,496.4582051140694,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-242.47154742908486,-43.268700689944325,409.0
NH2CHS,N=CS,KIDA,True,neutral,0,60.998620096,3,2,1,0,0,False,390.0,424.3561236506384,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,8.469114365133468e-213,2.5626112627473025e-42,366.74813109877994,458.7122473012768,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-212.07216200247277,-41.59131726944909,390.0
trans-NHDCHO,[2H]N=CO,KIDA,True,neutral,0,46.02774046,3,2,1,0,0,True,467.30434577566416,488.2871977197282,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.972729858956054,0.0,0.0,1.337924815065633e-186,3.5550002124565295e-49,213.82208246202617,311.53623051710946,1.0,2.014,824.3584274198644,-21.353580466355456,-20.733113383371084,-20.55645269438574,-48.13327632845938,487.4540282087892,324.9693521391928,-300.0,-300.0,-185.87356829114185,-48.44916036897959,
NH2CH2O,NCO,KIDA,True,neutral,0,47.03711378,3,2,2,0,0,True,463.7830898574804,486.3476147622385,C-H,0,xtb_corrected,-15.4,True,1.0,3.0,1.0935457065393548,0.0,6.184298725294153e-213,3.063676487331676e-110,7.139148766390871e-35,301.09917591204777,309.1887265716536,1.0,1.008,686.9653561832204,-23.265044386803183,-22.722355247380033,-22.58259418135917,-36.62916114025343,446.2788546799075,297.5192364532717,-300.0,-212.20870954049764,-109.51375709647564,-34.14635356806949,
NH2CH2O+,[NH2+]=CO,KIDA,True,positive,1,46.02874016809,3,2,0,0,0,True,542.0378254368953,570.1756142300328,C-H,0,xtb_corrected,-15.4,True,1.0,5.0,1.094843677334958,0.0,3.2347620807473e-311,5.623259413719812e-149,1.2164710804555811e-37,325.511929352,361.3585502912635,1.0,1.008,686.9653561832204,-23.260093432797877,-22.717579229025574,-22.577900517603776,-36.668831146021546,446.18621412975546,297.4574760865036,-300.0,-299.99999999998596,-148.2500118810383,-36.9148982112279,
NH2CH2SH,NCS,KIDA,True,neutral,0,63.014270159999995,3,2,2,0,0,False,428.4547610936374,455.02860069254893,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0939223839490142,0.0,0.0,1.0393426392167016e-186,6.365029059487222e-41,354.44612125305736,428.4547610936374,1.0,1.008,686.9653561832204,-35.22911090361055,-34.26478089223577,-33.898144272316216,-44.87547822503228,446.25196994368775,446.25196994368775,-300.0,-300.0,-185.98324125533986,-40.19619960923796,
OH,[OH],KIDA,True,neutral,0,17.00273965,1,1,0,0,0,True,497.8968,497.8968,O-H,0,literature,0.0,True,1.0,0.0,,0.0,0.0,5.459125083472327e-211,4.0254003266479795e-42,365.0187083267813,454.3962773214503,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-300.0,-210.26287695470677,-41.39519092249892,497.8968
OH-,[OH-],KIDA,True,negative,-1,17.00328823,1,0,1,0,0,True,560.2229669580919,560.2229669580919,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.9778077529315132,0.0,5.53e-321,2.748467816902858e-153,2.957812136438376e-38,330.9272776851035,373.48197797206126,1.0,1.008,824.3584274198644,-21.307793298169234,-20.68924518641136,-20.51355972849115,-34.194346029846386,486.43844941369736,324.2922996091316,-300.0,-300.0,-152.56090934402602,-37.52902941340171,
OH+,[OH+],KIDA,True,positive,1,17.00219107,1,0,0,0,0,True,897.0915624733219,897.0915624733219,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.9778077529315132,0.0,0.0,1.00627988434832e-304,3.2334162486149615e-48,418.76511711795223,598.0610416488813,1.0,1.008,824.3584274198644,-21.307793298169234,-20.68924518641136,-20.51355972849115,-34.194346029846386,486.43844941369736,324.2922996091316,-300.0,-300.0,-299.9999563000186,-47.49033838359128,
O2H,[O]O,KIDA,True,neutral,0,32.99765427,2,1,1,0,0,True,362.7528,362.7528,O-H,1,literature,0.0,True,1.0,1.0,,1.9394909290797148e-240,2.516005758124154e-141,4.479236058200083e-82,1.4667683943977278e-32,280.7058822982273,268.72467350352673,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-239.71231224723684,-140.5992883693004,-81.34879604939451,-31.833638456692444,362.7528
HO2+,[O+]O,KIDA,True,positive,1,32.99710569,2,1,1,0,0,True,463.8876822081635,463.8876822081635,O-H,0,xtb_corrected,-15.4,True,1.0,1.0,0.9813415830996788,0.0,5.596007679666226e-213,2.924692775583396e-110,7.076138205133435e-35,301.13312593731786,309.25845480544234,1.0,1.008,824.3584274198644,-21.275930008607652,-20.658717345034848,-20.48370975097099,-34.29298553749286,485.7316833800643,323.8211222533762,-300.0,-212.25212169817692,-109.53391974765923,-34.15020369340778,
PC2H+,[CH+]=C=[P],KIDA,True,positive,1,55.981038082089995,3,0,0,0,0,False,553.6936487522795,553.6936487522795,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.07645087208256,0.0,0.0,1.1624134334184471e-283,2.0190525816196694e-46,402.932698650032,553.6936487522795,1.0,1.008,686.9653561832204,-35.32968394974679,-34.361818068249775,-33.99313987340392,-44.22040765391166,447.4989706287416,447.4989706287416,-300.0,-300.0,-282.9346393797615,-45.69485237069979,
PCH2+,[CH2+][P],KIDA,True,positive,1,44.988863114089995,2,0,0,0,0,False,506.5780156395592,506.5780156395592,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0848183577749713,0.0,0.0,9.703872242637347e-248,1.9612326968345693e-44,385.4081647525191,506.5780156395592,1.0,1.008,686.9653561832204,-35.28151691628097,-34.31534443978131,-33.94764414839229,-44.53439569669037,446.9017549744599,446.9017549744599,-300.0,-300.0,-247.01305492985406,-43.707470874993234,
PNH2+,N[P],KIDA,True,neutral,0,46.992485694,2,1,1,0,0,False,289.7321516703954,289.7321516703954,N-H,2,xtb_corrected,-15.4,False,1.0,0.0,1.0456149629832618,0.0,3.5466825891506506e-175,1.7399862930148738e-95,8.820234132991027e-34,291.47149425824824,289.7321516703954,1.0,1.008,778.5607370076495,-31.58900732792564,-30.610941364369086,-30.236614941497105,-43.12597332519833,451.0962592541846,451.0962592541846,-300.0,-174.45017767703374,-94.75945417291939,-33.05451988637425,
PC2H2+,[CH2+]C#P,KIDA,True,positive,1,56.988863114089995,3,0,0,0,0,False,418.4648421081758,418.4648421081758,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0854054157666595,0.0,0.0,7.664367668274826e-183,1.8844070936522655e-40,350.28958884511763,418.4648421081758,1.0,1.008,686.9653561832204,-35.27813757396148,-34.31208390577291,-33.94445221327297,-44.556406944034144,446.85985466706825,446.85985466706825,-300.0,-300.0,-182.11552366983858,-39.724825269574836,
PC3H+,[CH+]=[C]C#P,KIDA,True,positive,1,67.98103808,4,0,0,0,0,False,613.0671071334731,613.0671071334731,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0595770858023044,0.0,0.0,0.0,8.271001711041949e-49,423.9862273977796,613.0671071334731,1.0,1.008,686.9653561832204,-35.42681944860011,-34.455538662974085,-34.0848876130503,-43.58576789794664,448.7033096242312,448.7033096242312,-300.0,-300.0,-300.0,-48.082441889331015,
PCH3+,C[P],KIDA,True,neutral,0,45.99723673,2,0,0,0,0,False,291.06027570834925,291.06027570834925,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.1041714023789366,0.0,6.950807483849416e-176,7.94114171041741e-96,7.409795824635865e-34,292.13877899670905,291.06027570834925,1.0,1.008,686.9653561832204,-35.170115010201705,-34.20785918608377,-33.84241962218825,-45.25877871829466,445.52046295671767,445.52046295671767,-300.0,-175.1579647399553,-95.10011705388415,-33.13019375874883,
PNH3+,[NH3+][P],KIDA,True,positive,1,47.99976215,2,1,0,0,0,False,197.6057918662807,197.6057918662807,N-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0534413690772877,7.728086467065817e-44,1.4144005489141484e-43,1.6673251900830441e-43,5.033903620603645e-28,240.71190861764856,197.6057918662807,1.0,1.008,778.5607370076495,-31.448673332736035,-30.47615531949831,-30.10504180750114,-43.35443978468874,449.1396577306781,449.1396577306781,-43.11192802738456,-42.8494275837858,-42.77797968842312,-27.29809510373416,
PC2H3+,[CH2+]C=[P],KIDA,True,positive,1,57.996688146089994,3,0,0,0,0,False,249.89097183194676,395.84208723188226,C-H,1,xtb_corrected,-15.4,False,1.0,3.0,1.0827243256866308,2.1792305150823889e-184,2.3841177447436033e-113,6.073240339725209e-71,2.005219626737094e-31,270.6905064309824,249.89097183194676,1.0,1.008,686.9653561832204,-35.29357103973513,-34.32697477474029,-33.95902978058154,-44.45586251808679,447.05121310199024,447.05121310199024,-183.6616968284351,-112.62267229984218,-70.21657953195975,-30.69783805324016,
PC4H+,C#C[C+]=C=[P],KIDA,True,positive,1,79.98103808,5,0,0,0,0,False,546.7915299439774,546.7915299439774,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0590600474989158,0.0,0.0,2.2263594005806296e-280,3.8980504538070015e-46,400.413425773111,546.7915299439774,1.0,1.008,686.9653561832204,-35.4297958765193,-34.45841045305335,-34.087698934579485,-43.56629089952078,448.7402123904859,448.7402123904859,-300.0,-300.0,-279.65240472630416,-45.409152543959244,
PCH4+,C[PH],KIDA,True,neutral,0,47.00506176,2,0,0,0,0,False,292.99110215390175,292.99110215390175,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0934879501534944,0.0,6.507827144319065e-177,2.541023919433618e-96,5.755709528247908e-34,293.1061677836429,292.99110215390175,1.0,1.008,686.9653561832204,-35.23161163815181,-34.26719370644072,-33.90050633672701,-44.85921504505298,446.2829769478191,446.2829769478191,-300.0,-176.1865639909634,-95.59499124678389,-33.239901131598224,
PC2H4+,C[CH+][P],KIDA,True,positive,1,59.004513178089994,3,0,0,0,0,False,397.9412116484616,415.8781534450928,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0680471351173324,0.0,0.0,5.93719929467396e-162,1.826309453389149e-39,341.5916141949515,397.9412116484616,1.0,1.008,686.9653561832204,-35.37806044047624,-34.40849381718289,-34.03883320858003,-43.904577751591816,448.0987736585395,448.0987736585395,-300.0,-300.0,-161.2264183728148,-38.73842563287363,
PC4H2+,C=C=[C+]C#P,KIDA,True,positive,1,80.98886311,5,0,0,0,0,False,408.2346539007451,408.2346539007451,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0762861268483577,0.0,0.0,7.098973414230506e-179,5.804364089376203e-40,345.98133936204033,408.2346539007451,1.0,1.008,686.9653561832204,-35.330632305624185,-34.36273308311677,-33.99403563185056,-44.214220821411814,447.51072905133714,447.51072905133714,-300.0,-300.0,-178.14880445026262,-39.23624535346248,
CH3S,C[S-],KIDA,True,negative,-1,46.99609468,2,0,1,0,0,False,397.48,397.48,C-H,0,literature,0.0,False,1.0,1.0,,0.0,0.0,1.2340794664298032e-190,2.1394237754962798e-41,358.6214290298691,438.6084460590501,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-189.90865687375435,-40.66970318217424,397.48
C2H5N+,CC=[NH+],KIDA,True,positive,1,43.04165058008999,3,1,1,0,0,False,133.18411719382902,334.3945272922209,C-H,2,xtb_corrected,-15.4,False,1.0,4.0,1.102876748327841,5.634660237479848e-36,7.090369212498275e-36,8.390585971679912e-36,3.88266135939709e-23,197.61684425463528,133.18411719382902,1.0,1.008,686.9653561832204,-35.17756729566476,-34.21504946063429,-33.84945870781552,-45.210399999403265,445.6128667796361,445.6128667796361,-35.24913226620817,-35.1493311494748,-35.07620770837502,-22.410870486394106,
C3H5N+,CC=[NH+]C,KIDA,True,positive,1,58.06512567608999,4,1,0,0,0,False,449.4305140716533,464.76128605788347,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0914102425046877,0.0,0.0,6.605756396954224e-209,6.786084493288281e-42,363.0187184970046,449.4305140716533,1.0,1.008,686.9653561832204,-35.24357159138105,-34.27873317497918,-33.911803080826,-44.781417468136006,446.4312699450827,446.4312699450827,-300.0,-300.0,-208.1800774459957,-41.16838073727263,
C5H4,C=C=C=C=C,KIDA,True,neutral,0,64.03130013,5,0,0,0,0,False,408.5618828595704,408.56188469479486,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0836945881241469,0.0,0.0,5.299291235375455e-179,5.597994689534065e-40,346.11997585607986,408.56188288057626,1.0,1.008,686.9653561832204,-35.287985797793745,-34.321585893716914,-33.953754283859865,-44.492254320156455,446.9819622018099,446.9819622018099,-300.0,-300.0,-178.27578221212545,-39.25196751785756,
C6N2H+,N#CC#CC#C[NH+],KIDA,True,positive,1,89.01342445208999,7,0,1,0,0,False,479.4218257712859,479.4218257712859,N-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.026093180113757,0.0,0.0,1.812994908289285e-221,3.0212097637297978e-43,374.93556878849085,479.4218257712859,1.0,1.008,778.5607370076495,-31.939084648064902,-30.94718015257623,-30.564827930728686,-42.54912531299659,455.9767049715608,455.9767049715608,-300.0,-300.0,-220.74160341559835,-42.519819120450734,
C3H5NH+,CC[NH3+],KIDA,True,positive,1,46.06512567608999,3,1,0,0,0,False,471.35564747159106,508.1400841691034,N-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0286230675204322,0.0,0.0,4.2924882781983313e-218,6.908631311220354e-43,371.7680804322426,471.35564747159106,1.0,1.008,778.5607370076495,-31.893714231165212,-30.903603114111903,-30.52229189746746,-42.62444010749852,455.3442331198919,455.3442331198919,-300.0,-300.0,-217.3672908821241,-42.16060798343059,
C4H5N+,C#CC[NH2+]C,KIDA,True,positive,1,70.06512567608999,5,1,0,1,0,False,422.5933379149496,503.7969950472806,N-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0283640174261377,0.0,0.0,1.9292644688416477e-184,1.201425481470477e-40,352.01329360188953,422.5933379149496,1.0,1.008,778.5607370076495,-31.898359937305894,-30.908065185667432,-30.52664738669908,-42.61673581474588,455.4089956434656,455.4089956434656,-300.0,-300.0,-183.71460823400167,-39.92030316118119,
C6H4,C#CC#CC=C,KIDA,True,neutral,0,76.03130013,6,0,0,0,0,False,449.8341555010931,540.889659594194,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0859700123176426,0.0,0.0,4.4727788087187377e-209,6.503338942369223e-42,363.1816986513017,449.8341555010931,1.0,1.008,686.9653561832204,-35.274887532346106,-34.30894812673945,-33.9413824071928,-44.57757379446218,446.81955750840007,446.81955750840007,-300.0,-300.0,-208.34942257835945,-41.18686361075227,
C7H3,[C]#CC#CC#CC,KIDA,True,neutral,0,87.0234751,7,0,0,0,0,False,340.698678745417,340.69867902897136,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0941586649226946,0.0,1.6107262674847462e-263,1.8989867794300857e-130,1.4318440089164733e-36,316.0697742588154,340.698678745417,1.0,1.008,686.9653561832204,-35.2277507985359,-34.26346860550014,-33.89685958719733,-44.884322942693,446.2351057742732,446.2351057742732,-300.0,-262.7929782588494,-129.72147805877037,-35.84410429331094,
